ID,Income,age,gender,account_type,credit_amount_apr,credit_count_apr,debit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,cc_cons
10962,MEDIUM,35,2,1,52400.99,5,11.0,202217.0,65122.0,43040.0,43,44,29992.96,2495.0,2,8,0.0
14410,MEDIUM,66,2,1,20204.0,17,147.0,52733.0,43819.14,71667.0,43,17,422075.52,35563.0,7,50,0.0
10375,MEDIUM,66,1,1,53670.0,35,69.0,291262.0,34286.21,98097.47,10,6,17326.28,130403.0,12,32,0.0
3549,LOW,33,2,1,125559.0,36,23.0,28337.0,22578.0,31166.0,3,13,107514.0,12273.75,11,3,0.0
4312,MEDIUM,27,2,1,52327.0,2,90.0,60350.0,17080.82,83360.0,8,9,45015.44,94570.0,21,7,0.0
5356,LOW,221,2,1,122787.0,5,16.0,35442.0,16365.0,116144.0,4,82,49985.0,25116.0,14,83,0.0
6690,MEDIUM,32,2,2,190510.0,5,35.0,24552.0,41232.51,15660.0,2,27,62311.0,9740.0,21,83,0.0
17877,0,37,2,1,84100.8,26,6.0,28633.0,31768.44,41359.0,0,18,105440.94,18448.0,117,12,0.0
12436,MEDIUM,32,2,1,37986.0,30,43.0,21349.0,41973.4,19275.0,2,25,85740.21,121116.0,94,49,0.0
19367,LOW,36,2,1,44389.0,26,18.0,17846.0,23574.83,82728.0,3,6,29623.97,293.0,14,11,0.0
7637,LOW,34,2,1,89750.69,5,70.0,8586.0,95508.43,30514.0,0,25,35946.03,35062.74,12,36,0.0
5453,LOW,28,2,1,48318.51,3,147.0,28216.5,12374.48,26727.0,31,20,220943.0,65900.0,3,83,0.0
11575,LOW,44,2,1,47041.0,3,17.0,60796.0,19698.25,54460.0,2,8,286047.0,50500.0,12,18,0.0
2195,MEDIUM,47,1,1,42894.0,4,17.0,17021.0,298696.39,5457.0,1,21,33985.72,55414.0,4,8,0.0
13949,LOW,63,1,1,163344.14,1,9.0,30933.0,5375.0,373972.0,1,81,42364.74,128333.5,117,15,0.0
16442,MEDIUM,60,2,1,60610.42,19,1.0,45161.82,26395.95,21091.0,4,20,7155.0,29250.0,18,73,0.0
17342,LOW,62,2,1,26541.0,35,52.0,21779.0,48355.55,50831.0,3,82,88323.02,25981.63,19,25,0.0
2159,MEDIUM,40,2,1,68766.0,26,16.0,20927.0,34089.19,49490.78,17,5,24362.03,33770.0,36,58,0.0
15029,HIGH,49,2,1,10737.0,1,91.0,17336.0,45691.73,36995.0,2,67,91339.81,117330.0,14,8,0.0
618,LOW,29,1,1,32564.0,3,67.0,29444.0,8644.0,93300.0,9,78,81885.75,42311.0,21,1,0.0
5126,MEDIUM,35,2,1,76757.0,2,40.0,32344.0,49910.0,20815.0,31,86,48759.27,43531.0,9,7,0.0
773,MEDIUM,47,2,1,43091.0,1,11.0,18435.0,15533.24,32330.0,70,108,41082.0,27353.5,14,42,0.0
10147,MEDIUM,60,2,1,261547.44,7,77.0,14385.04,78437.38,21016.0,4,24,88063.14,25205.0,2,72,0.0
1212,MEDIUM,55,0,1,262395.0,0,4.0,60350.0,91223.39,59802.0,2,14,22346.5,15002.5,3,11,0.0
7387,MEDIUM,30,2,2,67446.0,0,48.0,33045.0,36188.75,19607.5,0,44,61206.91,85140.95,47,67,0.0
4113,MEDIUM,66,2,2,27724.0,35,42.0,63581.73,76013.5,140530.73,1,25,21711.0,21607.0,13,0,0.0
14259,LOW,60,1,1,14125.98,13,4.0,16574.0,14144.14,28636.0,1,20,4434.11,11856.58,4,113,0.0
7764,LOW,58,2,1,40201.5,7,4.0,68234.0,5300.0,2196.08,3,42,50341.05,210546.0,7,11,0.0
16654,LOW,35,2,2,28450.37,1,77.0,45404.0,45121.69,49137.5,3,11,59563.26,39416.0,2,12,0.0
15228,HIGH,53,2,2,41985.0,2,4.0,33667.0,46338.09,361019.0,31,11,7699.0,43771.26,62,7,0.0
19609,MEDIUM,35,1,1,38981.0,36,63.0,29411.0,50030.52,62051.0,23,8,4190.88,31459.0,12,25,0.0
2113,MEDIUM,66,2,1,45360.0,19,87.0,11020.0,23157.0,18848.0,7,44,88440.74,63619.0,2,0,0.0
17441,HIGH,38,2,2,34897.0,19,11.0,33700.0,13581.0,14457.5,2,8,51442.39,112766.0,10,107,0.0
10551,LOW,55,2,1,53262.0,26,42.0,14599.0,10124.5,18198.0,5,81,88683.97,79090.29,93,21,0.0
17795,LOW,47,2,1,27053.0,0,16.0,293034.0,26258.0,87375.0,3,67,5735.0,107922.0,7,11,0.0
12942,LOW,32,2,1,17390.0,1,5.0,21474.0,34364.0,30818.0,6,6,48233.47,53848.0,14,1,0.0
149,MEDIUM,28,2,2,82100.0,2,24.0,30383.0,26103.0,68032.0,1,7,43919.58,29298.59,6,113,0.0
17680,LOW,30,2,1,66976.76,7,11.0,13314.0,9877.25,327444.75,0,20,50311.5,14798.63,8,25,0.0
15402,MEDIUM,120,1,1,105317.0,1,43.0,70759.0,126223.65,19846.0,4,25,11041.0,74396.0,1,8,0.0
8723,LOW,53,2,1,50101.0,5,94.0,16594.0,17393.62,27450.0,6,82,14715.56,74358.0,4,50,0.0
16532,MEDIUM,47,2,1,231559.0,4,42.0,21100.0,60455.0,191043.0,3,81,25317.28,23968.0,2,38,0.0
11859,MEDIUM,36,2,1,37250.0,36,42.0,20905.0,68610.45,86902.0,9,171,18932.09,43757.0,2,96,0.0
5390,MEDIUM,37,2,2,16251.0,17,62.0,43022.0,64451.53,111699.5,43,4,28327.63,41145.0,21,39,0.0
903,MEDIUM,42,2,1,80405.0,1,39.0,11474.0,10542.26,57243.5,2,171,46040.92,23772.0,22,80,0.0
8766,MEDIUM,53,2,1,24040.0,2,35.0,45135.0,29053.0,286741.5,4,23,119912.0,29347.5,2,104,0.0
3246,MEDIUM,33,2,1,20100.44,26,39.0,189.0,375767.26,38211.38,43,11,26162.74,49447.29,6,49,0.0
16165,MEDIUM,53,2,2,33835.0,6,11.0,199900.0,38824.41,20090.0,5,50,29923.22,956.0,21,24,0.0
5379,LOW,38,2,1,242282.0,6,42.0,24733.0,126612.0,25477.23,3,104,52512.27,251038.0,4,18,0.0
6303,MEDIUM,30,2,1,20568.0,1,18.0,87511.0,168.39,1898998.44,4,29,19328.35,46328.0,5,6,0.0
6314,LOW,40,2,1,44604.0,36,1.0,32741.0,58104.14,34399.0,47,50,110196.06,83589.34,1,10,0.0
19698,LOW,33,2,1,174676.38,5,147.0,11339.0,21003.33,136389.62,0,108,395408.3,12432.0,3,2,0.0
15884,LOW,42,2,1,850.0,1,18.0,38121.0,18820.22,151118.0,2,70,172845.51,111578.5,58,22,0.0
6279,MEDIUM,53,2,1,262203.5,4,0.0,30913.0,83509.74,25339.0,1,17,35410.44,18303.0,4,8,0.0
12588,HIGH,34,2,1,84880.0,2,11.0,17842.0,66805.84,145992.0,1,108,144887.6,34615.07,6,24,0.0
8646,MEDIUM,53,1,1,19689.0,7,29.0,116213.0,860.9,72429.09,9,69,26330.15,77949.38,13,18,0.0
16199,MEDIUM,56,2,0,74992.76,3,40.0,71795.0,12823.65,60430.0,3,7,43646.33,24512.0,2,7,0.0
3089,MEDIUM,29,2,1,155041.82,0,39.0,8643.0,58511.53,112703.37,17,50,17848.61,132.0,14,25,0.0
12984,MEDIUM,42,1,1,23766.0,4,11.0,26742.0,13134.0,127072.84,11,86,394034.09,53560.0,4,3,0.0
7684,MEDIUM,34,2,1,113853.0,30,69.0,7223.41,5999.0,24323.0,2,108,48884.48,51662.0,21,18,0.0
3187,LOW,33,2,1,137121.41,26,55.0,61236.0,39161.1,62062.0,2,84,79165.75,119672.25,16,76,0.0
5898,MEDIUM,30,2,1,12535.0,1,90.0,15867.0,42516.35,40153.0,1,171,115936.76,29536.0,16,6,0.0
9347,MEDIUM,55,2,1,88773.0,2,16.0,28248.15,53363.42,10243.0,1,20,14434.63,89884.0,58,3,0.0
14555,MEDIUM,60,2,1,15232.0,1,11.0,54240.0,10588.0,75859.0,43,20,168566.73,20833.0,12,18,0.0
9054,MEDIUM,60,2,1,32533.0,33,16.0,13258.0,142200.77,71950.0,16,12,79117.7,29339.0,117,1,0.0
12512,MEDIUM,35,2,1,37646.41,14,6.0,27825.0,34952.75,45461.0,35,11,105488.53,125470.83,21,50,0.0
14224,MEDIUM,53,2,1,1605.0,26,32.0,27912.0,17261.41,85422.0,5,8,77112.66,86559.0,62,38,0.0
18740,HIGH,62,2,1,80044.0,14,32.0,14580.0,142002.0,68985.86,10,108,57192.48,80627.0,2,18,0.0
18134,MEDIUM,34,2,1,66057.0,5,40.0,23881.0,156995.05,13558.0,11,12,82039.0,24332.0,117,64,0.0
12413,LOW,27,2,1,74665.0,1,68.0,41531.0,166641.35,142612.61,7,13,60035.5,76669.0,9,64,0.0
12554,MEDIUM,35,2,1,25192.0,6,24.0,25296.0,11527.5,191777.13,2,40,30051.32,12761.0,2,65,20014.0
17645,HIGH,35,2,1,88693.37,36,35.0,80750.0,92276.57,71162.0,2,78,42119.05,76206.0,21,63,10173.0
7604,MEDIUM,55,2,1,84880.0,9,72.0,38466.0,19343.0,70978.0,2,82,58373.25,75283.0,7,1,16095.0
1590,MEDIUM,29,1,1,236326.0,30,43.0,52732.0,43867.91,63033.84,23,38,69851.51,68708.0,21,83,7707.0
16556,MEDIUM,34,2,1,58897.03,36,46.0,19613.0,153253.71,30286.0,24,50,10071.0,80140.0,8,32,96408.0
19106,MEDIUM,27,2,1,34463.0,2,11.0,18433.0,35826.7,19584.0,43,2,52292.68,199925.5,2,35,130263.0
10086,HIGH,32,2,1,18825.0,5,42.0,19157.0,56060.5,64994.0,2,25,27354.56,200391.0,58,12,113479.0
3045,MEDIUM,28,2,1,74444.0,15,46.0,58876.0,47179.94,78997.0,1,63,52411.93,7422.0,5,58,7463.0
17368,MEDIUM,67,1,1,57512.0,4,2.0,10887.0,32616.0,36852.0,70,81,59500.9,10425.53,2,79,5712.0
9756,LOW,37,2,1,14864.78,36,103.0,71395.0,71617.81,120696.0,17,82,285604.5,49972.5,2,63,7647.0
14772,MEDIUM,46,2,2,5272.0,4,11.0,12515.0,165676.48,84667.36,3,31,35823.52,153848.0,43,11,15896.0
16901,MEDIUM,38,2,1,50436.39,43,67.0,15550.0,58411.71,60430.0,4,12,1021.0,35132.0,94,10,140730.0
9853,HIGH,64,2,1,93317.0,0,77.0,33300.0,41518.57,46213.0,9,11,126930.15,30335.0,2,106,164613.0
678,HIGH,33,1,1,72342.0,15,40.0,9400.0,125301.0,169247.87,9,5,19113.13,92443.0,94,50,18331.0
11040,MEDIUM,62,2,1,37242.25,5,16.0,31486.0,22907.1,141080.0,3,108,20763.12,748139.0,3,12,12329.0
6147,LOW,28,1,1,46606.0,3,32.0,32717.0,8910.0,135737.0,2,12,39971.35,461.79,3,83,10069.0
1585,MEDIUM,29,2,1,116884.0,13,12.0,69973.0,12844.5,96092.0,4,7,58501.21,11867.0,43,68,222566.0
19346,MEDIUM,28,1,1,8039.0,1,7.0,17175.0,21397.26,177596.0,6,14,40627.38,466079.25,94,25,14694.0
7262,MEDIUM,66,2,1,23582.0,6,1.0,1430.0,23084.0,406833.05,6,105,29073.75,26238.0,5,68,3045.0
1202,MEDIUM,55,2,2,35252.21,31,29.0,167077.0,66113.3,175193.0,4,50,85276.0,44530.0,19,10,279.0
7791,MEDIUM,60,2,1,38030.0,1,10.0,69308.0,33053.13,12874.0,50,12,12439.39,11299.0,16,26,14040.0
5438,MEDIUM,40,2,1,77527.0,7,0.0,33838.0,36015.75,148243.0,11,6,100081.57,202601.38,47,25,5108.0
18797,MEDIUM,29,2,1,18995.0,3,16.0,51024.0,28130.0,10168.0,4,20,36622.4,81066.0,12,24,19705.0
8661,MEDIUM,63,2,1,198914.0,2,103.0,52831.0,18571.98,39030.0,0,42,58012.62,29443.0,2,49,24455.0
17362,MEDIUM,30,2,1,40237.0,2,16.0,20916.0,46533.3,382738.0,7,171,44428.74,12273.75,4,6,10846.0
10693,LOW,56,2,1,17350.0,1,91.0,45114.9,50294.48,137144.72,2,11,34280.06,73905.0,21,50,17352.0
3905,MEDIUM,32,2,1,23582.0,13,17.0,13822.0,27725.25,15231.0,3,2,53790.25,204518.16,14,79,2774.0
3334,MEDIUM,62,2,1,69227.91,0,11.0,13943.0,22105.78,12294.0,20,108,32653.62,951555.0,3,79,9086.0
17536,LOW,34,2,1,37344.0,26,16.0,33916.0,116899.24,808.0,24,82,7877.33,10184.0,4,106,13533.0
7552,HIGH,46,2,1,23240.0,3,55.0,17150.0,20204.0,84431.0,1,16,131557.52,379.0,6,11,141413.0
18876,MEDIUM,47,2,1,517343.79,5,77.0,16177.0,78764.42,20631.0,2,59,48211.67,23719.0,6,103,2806.0
8129,MEDIUM,49,2,2,144266.5,14,10.0,12252.0,43750.54,47245.0,6,21,20597.5,3876.0,43,50,80.0
6042,MEDIUM,33,2,1,146093.0,15,10.0,24704.0,2320.0,188474.71,30,67,335734.75,97411.7,7,38,13135.0
10499,LOW,118,1,1,77501.38,4,4.0,23739.0,39857.78,30404.0,43,20,10588.37,54491.0,22,0,20360.0
11677,MEDIUM,29,2,1,122621.0,4,18.0,64875.0,20221.5,34365.0,1,63,83525.75,17442.0,4,12,17076.0
3259,LOW,31,1,1,173349.0,3,10.0,39834.0,78498.01,44669.0,3,14,17529.0,65682.0,21,103,98963.0
1584,MEDIUM,32,2,2,115211.91,43,91.0,18357.0,34077.48,4173.0,1,23,50076.03,8623.0,40,13,165997.0
2909,LOW,69,1,1,44375.0,1,10.0,28008.0,24103.38,34155.0,2,11,100158.5,25379.0,9,83,6730.0
1638,MEDIUM,66,2,1,35129.77,4,42.0,134246.0,55435.03,52927.0,1,7,46555.21,43988.0,21,103,14559.0
3079,MEDIUM,33,2,2,86589.0,36,55.0,30539.0,97334.41,137772.0,2,8,63806.93,23579.25,12,12,7279.0
19990,MEDIUM,66,2,1,38251.0,2,40.0,36349.29,16997.25,14396.0,0,8,40775.6,47658.53,19,107,7771.0
582,MEDIUM,33,2,1,35397.5,26,16.0,51101.22,421718.75,45551.0,35,8,68267.56,85643.0,11,32,4161.0
11396,LOW,32,2,1,109723.0,2,40.0,29694.0,130651.54,67585.0,1,38,275923.71,31028.36,5,79,14310.0
15030,MEDIUM,28,2,1,127943.28,5,12.0,22215.0,38258.13,19718.0,9,20,40584.7,70078.79,1,61,28694.0
16342,MEDIUM,32,2,2,52492.0,2,46.0,67144.0,10139.25,173189.0,4,171,45934.0,66458.83,12,80,205661.0
11264,LOW,38,1,2,31195.0,33,23.0,229819.0,42827.99,30888.0,4,11,48408.89,45732.0,4,103,320483.0
7103,MEDIUM,47,1,1,52872.0,14,11.0,68695.0,19717.65,55638.04,10,23,23512.0,77188.29,53,0,621.0
5600,MEDIUM,34,2,1,69605.5,7,11.0,31385.0,36773.63,10407.0,4,82,17326.28,88499.0,11,0,3076.0
8871,MEDIUM,47,2,2,48273.0,36,2.0,48600.0,20694.0,48339.26,6,82,35616.18,115293.75,4,1,19221.0
16898,MEDIUM,34,2,1,245240.91,0,11.0,95200.0,58903.25,377772.36,9,20,45875.25,68277.0,3,104,4943.0
14003,MEDIUM,33,2,2,64193.0,7,42.0,46598.0,312874.02,24730.0,7,20,96493.15,79268.0,6,120,17595.0
2403,LOW,28,1,1,83479.0,7,22.0,31397.0,45928.0,56112.38,2,36,49696.22,150853.0,14,58,12317.0
12375,MEDIUM,38,2,1,50205.0,3,41.0,30116.0,50118.0,19829.0,50,8,58725.14,15155.0,3,8,14956.0
12821,MEDIUM,27,2,1,75540.91,3,90.0,99.43,42080.01,41440.0,4,8,1077.0,93344.01,5,113,178734.0
3192,MEDIUM,35,2,1,109188.0,1,62.0,33879.0,114464.62,24404.0,1,81,70628.44,58842.58,3,3,13638.0
17782,MEDIUM,40,2,1,63040.0,26,10.0,2928.0,15818.0,16170.0,4,2,77147.13,155257.0,21,80,15239.0
1336,MEDIUM,37,2,1,24159.0,4,90.0,40544.0,56738.89,34483.0,6,25,26757.3,198653.0,47,104,8797.0
7533,MEDIUM,37,2,1,16565.0,14,38.0,13907.0,15289.0,62372.0,8,20,30527.88,85194.0,12,103,13363.0
9282,LOW,53,2,2,62388.0,2,6.0,8560.33,20635.0,150124.36,2,171,11180.0,66846.42,2,120,18383.0
17485,MEDIUM,53,2,1,15926.97,4,4.0,115012.0,19453.42,238.58,1,69,119096.0,33790.12,8,49,508.0
13471,LOW,53,2,1,88532.0,2,20.0,20417.0,34563.46,102522.0,9,108,4777.62,257926.79,6,57,322012.0
16144,MEDIUM,49,2,1,5033.0,3,2.0,28480.0,150728.82,18993.0,4,20,135966.72,59813.05,2,14,337631.0
12968,MEDIUM,55,2,1,5217.91,18,103.0,14270.0,12079.68,7064.0,2,7,191223.41,77413.98,3,18,8571.0
13835,LOW,44,2,1,77959.0,31,1.0,22309.0,136301.61,93694.0,6,171,65079.72,44777.0,12,58,391355.0
6174,LOW,60,1,1,75875.0,1,3.0,35549.0,112977.19,28465.0,4,81,221292.35,40633.0,47,73,313106.0
12686,LOW,62,2,1,13820.0,1,11.0,94567.0,222.41,23037.0,4,1,28584.0,20276.0,1,38,136251.0
583,MEDIUM,53,1,1,159724.0,36,18.0,12713.0,2323.0,26305.79,1,11,56545.89,95053.0,4,11,38.0
13458,MEDIUM,47,2,1,31408.0,36,0.0,23937.0,85126.27,10518.0,9,81,36260.01,11299.0,9,6,326187.0
8875,MEDIUM,44,2,1,95390.0,7,91.0,69836.0,21146.0,36315.0,1,171,44284.63,100641.75,4,8,18593.0
13417,LOW,66,2,1,14244.0,0,68.0,148401.0,114286.21,55750.0,2,8,89182.06,143165.0,4,0,6018.0
15679,MEDIUM,53,2,1,48079.0,4,4.0,39859.0,29946.0,224.43,11,24,9557.0,46753.0,18,11,17230.0
16111,MEDIUM,33,2,1,59569.0,1,18.0,36579.0,38276.88,7854.0,3,108,149576.73,31868.5,58,133,19980.0
5820,HIGH,44,2,1,65124.81,2,4.0,42989.0,89055.44,19104.0,0,59,35226.0,48877.0,6,14,10403.0
18688,MEDIUM,42,2,1,72512.82,1,42.0,52600.0,15446.0,81445.0,4,20,66910.23,84298.0,7,61,15815.0
2728,MEDIUM,33,2,1,59330.5,36,11.0,31333.0,29684.06,49311.66,2,30,26219.33,100334.0,8,18,40223.0
10372,LOW,34,2,1,54172.0,1,11.0,35557.0,43229.61,35150.31,10,9,15350.0,36734.26,5,21,27930.0
1929,MEDIUM,44,2,1,66190.0,7,18.0,23967.0,193717.43,24148.81,23,82,45716.16,36030.23,93,15,9796.0
8146,MEDIUM,40,2,1,78522.41,3,10.0,248701.0,76394.71,47538.32,2,8,91664.62,119453.0,6,113,9437.0
15114,MEDIUM,47,2,2,54473.0,3,59.0,39589.0,20328.52,15198.04,5,75,39408.28,54358.0,2,52,16955.0
16874,LOW,67,2,1,116097.0,0,23.0,36358.0,219565.69,51381.0,1,87,186773.76,72171.0,117,10,19009.0
8644,HIGH,33,2,1,62899.41,6,63.0,23701.0,126223.65,101191.0,6,23,65505.68,48487.0,117,83,15401.0
14576,MEDIUM,30,2,1,54181.99,2,42.0,194250.0,51846.89,18099.0,8,82,50802.81,8983.0,2,54,7586.0
17402,MEDIUM,38,2,1,25395.5,6,90.0,25019.0,28963.46,100159.0,23,82,6539809.92,68847.0,3,28,12237.0
19577,LOW,55,2,1,62786.0,7,4.0,15930.0,13732.7,3345.0,2,82,10832.7,60855.0,3,22,238271.0
9865,MEDIUM,47,2,1,347424.0,3,32.0,142896.0,3361.35,28974.0,2,46,31458.87,46753.0,62,68,16444.0
14846,LOW,46,2,1,46225.0,0,11.0,52780.0,57122.88,82908.0,0,8,47219.86,10831.0,6,3,19171.0
11063,MEDIUM,62,2,2,10604.0,4,10.0,46598.0,43439.75,315563.31,6,8,15044.0,67467.53,10,58,13004.0
6572,MEDIUM,36,2,1,42645.0,26,62.0,30820.0,71591.0,92860.0,6,12,267477.55,95837.17,5,12,19027.0
19880,MEDIUM,32,2,2,90009.0,2,36.0,98516.0,109414.51,21181.0,17,25,11929.26,48818.0,14,9,2560.0
17051,MEDIUM,30,2,1,27532.37,36,103.0,28579.0,44974.63,42852.0,1,108,45253.64,47635.0,2,18,13434.0
11491,LOW,37,2,1,50784.0,35,40.0,25379.0,117575.67,24257.0,1,4,12912.33,18369.0,3,49,449.0
7433,MEDIUM,33,2,1,26345.0,3,11.0,19224.0,14646.35,38306.0,70,11,93567.51,26713.0,47,49,11968.0
14606,LOW,63,2,1,49660.0,26,42.0,72186.0,14719.0,46132.05,43,1,176394.48,35062.74,3,37,32029.0
8381,MEDIUM,33,2,2,933699.0,35,46.0,18867.0,189938.76,37191.0,2,14,3167.0,19056.0,2,15,16394.0
18278,HIGH,58,2,1,50651.0,30,43.0,36850.0,95955.5,145970.36,4,8,259864.66,109406.8,3,50,2660.0
14847,MEDIUM,34,2,2,22213.75,1,84.0,31476.0,83531.47,62573.0,6,28,46532.25,29320.48,4,58,16157.0
15315,LOW,47,2,1,22440.65,11,20.0,24889.0,107447.85,16639.0,6,4,42824.31,204537.25,40,50,214314.0
16912,MEDIUM,47,2,1,175513.0,4,4.0,195632.0,21947.75,276256.0,2,44,3797.0,26097.0,7,50,12335.0
1313,LOW,29,2,1,288.82,13,90.0,42370.84,72846.85,5683.36,2,18,84434.2,65861.0,3,1,332701.0
10076,MEDIUM,34,2,1,23766.0,1,62.0,47061.91,37761.47,39996.0,31,20,82501.26,33010.0,40,13,11635.0
1613,LOW,33,2,1,2279968.41,30,36.0,21756.0,57653.99,143540.0,1,17,18793.51,120139.32,14,13,317146.0
915,MEDIUM,44,1,1,101855.0,36,42.0,30539.0,65974.52,121505.0,43,81,69944.93,60855.0,36,8,209357.0
2191,MEDIUM,36,2,1,20111.0,7,90.0,20242.0,145576.5,12718.5,6,82,42467.5,10493.0,47,11,9883.0
1857,MEDIUM,32,2,1,25486.0,7,62.0,22541.0,33445.0,106800.0,2,82,121011.14,91955.5,1,3,14489.0
2175,LOW,27,2,1,53230.11,19,12.0,34292.0,117506.0,50244.0,5,63,214875.36,44719.58,1,18,4825.0
4633,MEDIUM,28,2,1,48296.0,3,87.0,33651.0,23822.32,4796.86,1,70,95378.96,37988.0,9,24,180768.0
